Homo sapiens	Saccharomyces cerevisiae	Candida albicans	Botrytis cinerea	Thermothielavioides terrestris	Aspergillus oryzae	Toxoplasma gondii	Plasmodium sp. gorilla clade G2	Trypanosoma brucei	Leishmania infantum	Staphylococcus aureus	Priestia aryabhattai	Streptococcus pneumoniae	Streptococcus thermophilus	Streptococcus suis	Limosilactobacillus fermentum	Enterococcus faecalis	Enterococcus faecium	Blautia wexlerae	Blautia massiliensis	Blautia sp. SC05B48	Blautia obeum	Anaerostipes hadrus	[Ruminococcus] torques	[Ruminococcus] gnavus	[Eubacterium] rectale	Anaerobutyricum hallii	Coprococcus comes	[Clostridium] scindens	Dorea longicatena	Enterocloster bolteae	Oscillospiraceae bacterium	Ruminococcus sp. SR1/5	Clostridium sp. AWRP	Clostridium neonatale	Eubacterium callanderi	Mogibacterium diversum	uncultured Clostridia bacterium	Erysipelatoclostridium ramosum	[Clostridium] innocuum	Erysipelotrichaceae bacterium 66202529	Parvimonas micra	Actinomyces graevenitzii	Schaalia odontolytica	Bifidobacterium longum	Eggerthella lenta	Collinsella aerofaciens	Escherichia coli	Klebsiella pneumoniae	Polynucleobacter sp. MG-Unter2-18	Bacteroides thetaiotaomicron	Bacteroides uniformis	Phocaeicola dorei	Phocaeicola vulgatus	Parabacteroides distasonis	Parabacteroides merdae	Tepiditoga spiralis	uncultured human fecal virus	Sellimonas intestinalis	Clostridium perfringens	Clostridiaceae bacterium Marseille-Q4149	Lactococcus lactis	Limosilactobacillus oris	Megasphaera massiliensis	Bifidobacterium adolescentis	Bifidobacterium pseudocatenulatum	Bifidobacterium bifidum	Collinsella stercoris	Bacteroides salyersiae	Listeria monocytogenes	Streptococcus lutetiensis	Streptococcus infantarius	Christensenella minuta	Streptococcus sp. HSISS1	Streptococcus equinus	Streptococcus gallolyticus	Lacticaseibacillus paracasei	Limosilactobacillus mucosae	Arachnia rubra	Methanobrevibacter smithii
Collinsella aerofaciens	-0.567127309570165	-0.292407743406793	-0.0758543462220819	-0.248298154420289	-0.230319304284685	-0.213133273611339	-0.384527799406627	-0.224190753214337	-0.327080846801218	-0.212160824457963	0.228697052165288	0.0112124039484718	0.267516752340121	0.374432436410773	0.921752829847569	-0.0467029830619119	-0.00718088408922169	0.559717578364101	0.728345321104748	-0.00185116207442211	0.0108992851029984	0.666870345853264	0.0395915517383969	0.9327066117145	0.0463370338234125	0.745629762034081	0.946519248698289	0.919011046672707	0.936714387877261	0.937979269903076	0.048014198816501	0.66466107580124	-0.00806687311437664	0.173485865325373	0.680274084359098	0.139416591983219	0.513203242030616	0.920031777317332	0.0823155033120085	0.0846273884770643	-0.049389307933699	0.0144167083483505	-0.0251296101819195	0.176639592175123	0.0360615020970755	0.126146896294123	NA	0.224495796400532	-0.058837896555768	-0.194216051211077	0.0255132119841482	0.157201763103459	0.180090017039578	0.0939102880192119	0.123879267343097	0.0191416403710341	0.00179652007559918	0.541084496275822	-0.0505822958803199	0.860253550049964	0.459828767344486	0.940466196427418	0.639122574683465	0.604521358817269	0.00188982573972932	0.0150775659012505	0.0282219006416511	0.150590074128403	-0.0218802294212599	-0.04670854087165	-0.0378920077415386	-0.0281750859004477	0.575042225458835	0.918590875677561	-0.0418337744312379	0.0413084008329373	0.290775180232192	0.00401634908837307	-0.0435969369877573	-0.00297107471501554
Escherichia coli	-0.296451305013481	-0.137407595109181	-0.0748929349815322	-0.128055862946732	-0.106033880889216	-0.0496660503209047	-0.165530690441603	-0.107462521639182	-0.136345721050912	-0.115992508285624	-0.0636406470985665	-0.099348809488453	-0.0198927165837528	0.218623888884093	0.0334280496559665	-0.0450384038152688	-0.00260137369862786	-0.0899602669171261	0.0274689524450665	0.0191700277767925	0.013084537908347	0.457784125356118	0.0488372874955407	0.112399345765598	-0.0350686504135975	0.398744656209373	-0.0271432833716313	0.149992419084245	0.0397898527656164	0.0231785348002537	0.146438454622321	0.463281750722045	0.0173130719945039	-0.0371938606644816	0.0808576229323267	0.862579998255308	0.027250406831966	0.377987107239854	0.0247259922412415	-0.0548739955608461	-0.0698408621103582	-0.00474551887222451	0.0441976530269823	0.132586287527314	0.0513440372575244	0.229764864350696	0.224495796400532	NA	-0.0419641927342862	-0.0945619210434542	0.385835560278754	0.891350652261381	0.903835648398611	0.316627422198534	0.810140648524698	0.144426497926954	-0.0310719259198403	0.118810742065134	-0.028112926561992	-0.044359049102785	0.415930243805786	0.110643420919662	-0.0591028600141824	-0.0942555727711279	-0.0248311113793823	-0.0249775469969118	-0.00824160889852848	0.0377317081507662	0.0545551681531432	-0.0445723877104557	-0.0573827020797509	-0.0549417329213826	0.00550155376697384	0.00617798183552017	-0.0545778040942708	-0.0544305349888246	-0.0684991224992379	-0.0199271162658206	0.019251138883934	-0.0264625336281861
Klebsiella pneumoniae	0.0666765865842736	-0.103308344885479	-0.0663381229325252	-0.143184225546224	-0.049493488742076	-0.145106169018325	-0.0536978132896477	-0.137374318904037	-0.131663374111596	-0.116618564671443	-0.0475582552596101	-0.0439295409503051	-0.156987108563097	-0.0763227408914791	-0.0678139991185673	-0.0317462043838876	-0.020472637537856	-0.0567126127471105	-0.0808013596277322	-0.0613434786655474	-0.0624903599011661	-0.0838007960503467	-0.0635135290879014	-0.0738239194340479	-0.0385462186377363	-0.0592234410807964	-0.0562359965462087	-0.0746911100839315	-0.0627799084496921	-0.0572947981492365	0.108424774424322	-0.0783854076565877	-0.0609166404763331	-0.0672888644478698	-0.0871519740534428	-0.0244547854327179	-0.0753093995657386	-0.0780249048488293	-0.0691497364300072	-0.0387170519809093	-0.0621477452270191	-0.0681985703666736	-0.0581935837409623	-0.0770330103502844	-0.0660257762093067	-0.0444327082222532	-0.058837896555768	-0.0419641927342862	NA	-0.140275219006296	0.855666594737335	0.00599269307867207	-0.0187561326509918	0.808667282977572	0.349905840102603	0.586316009407743	-0.106885198956408	-0.0868318087552394	-0.0292594531340473	-0.0705805670822259	-0.0520136238460543	-0.0685619105959973	-0.0553489102764785	-0.0601220330657013	-0.0311302004307282	-0.0261718027895796	-0.0220398155805176	-0.0655612784843456	-0.00716865671247495	-0.0313195419204386	-0.0200631631978228	-0.0238744425626461	-0.0703256981700003	-0.0604407788754808	-0.0242729306937564	-0.04369361442764	-0.106089335544346	-0.00676022042920972	-0.072159507593156	-0.00485364093453192
Polynucleobacter sp. MG-Unter2-18	0.284968497002163	0.736141370525379	0.308263956673487	0.841261289301613	0.331599578950135	0.431163858175984	0.734365657106653	-0.038177889987521	0.608591131035977	0.613800870229087	-0.122066307613678	0.0817377674745187	0.191266596528795	-0.182256653437617	-0.189773238601813	-0.105559801425183	0.0661856804381863	-0.224158122135048	-0.18527537517737	-0.119631077271727	-0.128065918670406	-0.240194960113623	-0.11494932529836	-0.232454061817248	-0.178572615999234	-0.177679021797039	-0.146232187724221	-0.21106506422126	-0.14911783057182	-0.16535585274009	-0.155581417057589	-0.231263491167403	-0.117310263286623	-0.0269515913883319	-0.259046673791278	-0.0579892181547179	-0.164430211249578	-0.223823262598495	-0.151576947977525	-0.181020937459724	0.0929004695489634	-0.0777252310394154	-0.109785344488572	-0.155391276033525	0.166513743265787	-0.177538674626282	-0.194216051211077	-0.0945619210434542	-0.140275219006296	NA	-0.165016784921779	-0.101176504915576	-0.103100647439313	-0.204905230316248	-0.152465896539342	-0.168089483488053	0.0728549779826242	-0.20306266750895	-0.147749911427569	-0.163003305327608	-0.115915174130619	-0.176738455776389	-0.214709368857828	-0.0672361832211247	-0.135711698996898	-0.0536106599617725	0.0225245136430994	0.0270250502078042	0.0130932428009487	-0.101352129494158	-0.0416699069347441	-0.0420021981282365	-0.22674206792108	-0.169298349712027	-0.0816802500057721	-0.165219282921166	-0.0928475061192768	0.062252697779414	-0.154887895739144	0.0669388760588737
Bacteroides thetaiotaomicron	-0.0469318266024526	-0.146037383807856	-0.077785590184329	-0.181329537690653	-0.0664341620252965	-0.156067013682151	-0.1301974766489	-0.166840241175046	-0.187065747889198	-0.154663544716265	-0.0629497435903092	-0.0853224680467113	-0.15146585298104	0.018353388416533	-0.0398714348758683	-0.0414431897317938	-0.0358418136497833	-0.0824498473327208	-0.0937634847496137	-0.0715380982675287	-0.0737171301361248	0.138965029310118	-0.0637958214763718	-0.0358176119524358	-0.0430917783151241	0.0291145327696933	-0.0671042071883793	-0.0620661212958919	-0.0306030956700107	-0.0390886125137224	0.18364341514281	0.0487180406510075	-0.0725654937652977	-0.0646332884859077	-0.048532947262375	0.43290131001693	-0.0469067996090927	0.0505089266761003	-0.0632450749800024	-0.0507028937424827	-0.0774945877830543	-0.0649258449078026	-0.0535306256442234	-0.0403315899186872	-0.0638461797494385	0.0807855009777189	0.0255132119841482	0.385835560278754	0.855666594737335	-0.165016784921779	NA	0.470882935172269	0.449015242470681	0.86639615137434	0.761355981987228	0.577456097505226	-0.0993075072289536	-0.0855061867803335	-0.0308363101539039	-0.0725838268973161	0.0315371481670121	-0.00966387849684244	-0.062189597905514	-0.0508063938861501	-0.0283197938930339	-0.0334699083574769	-0.0300725378697205	-0.051417695326126	0.0975210999735429	-0.041023663399761	-0.0429612857876854	-0.0472151337816053	-0.071908501133043	-0.0456273815833159	-0.0430142716143123	-0.0564682226821954	-0.124647212217623	-0.019598903899772	-0.0625292280490679	-0.020397561251983
Bacteroides uniformis	-0.210972791816133	-0.127450582836486	-0.0489979085564839	-0.12577919273285	-0.0779269568545622	-0.0815869030392274	-0.161542562496251	-0.113489322669018	-0.159456055952469	-0.10765307074092	-0.0402270712542272	-0.0766045567551219	-0.0181031478366466	0.189736699319723	0.0522382823487107	-0.0274265339445907	-0.0328962925900369	-0.0558901455153521	-0.0501199063908096	-0.03657068590489	-0.0378722284242195	0.461782304384233	-0.0161452607444918	0.0602534189307886	-0.00875654531405715	0.121245692295996	-0.0332747619949791	-0.019105129036515	0.0626235361098494	0.0323330265487842	0.145983643464986	0.204879539702145	-0.0396146382739573	-0.0182760844296118	0.0711508206282185	0.982158400931115	0.0189539127556567	0.229056890462478	0.00297195593162312	-0.0240717832122191	-0.0439947494443586	-0.0350153372452786	-0.0037622991221309	0.0395083392212063	-0.0327950343308242	0.266468994057119	0.157201763103459	0.891350652261381	0.00599269307867207	-0.101176504915576	0.470882935172269	NA	0.977433893605428	0.234521176125826	0.921259288230272	0.026598552129222	-0.0205358720303104	-0.035780342410382	0.000101315462116667	-0.00848552868798371	0.0974556533080381	0.109280836743831	-0.0472426486366564	-0.0335301397516219	-0.0325281454290337	-0.0372402696093785	-0.0299179484543109	0.00674540867932062	0.121497971075285	-0.0268581501010809	-0.042515364041319	-0.0441161884141006	-0.0195012076900101	0.0218470813679053	-0.0339715305971289	-0.0238411301880832	-0.062348028192602	-0.0226214053547424	0.0185760149086332	-0.0256687077120089
Phocaeicola dorei	-0.22916008745273	-0.106237002297895	-0.0615975185020756	-0.124135854639948	-0.0503479730674669	-0.0835059085781965	-0.165080000771296	-0.107055161041436	-0.151456780271777	-0.124170130343165	-0.0499222860340647	-0.0781074263149373	-0.0293203423522627	0.177853365094314	0.0494877534656717	-0.036320289811105	-0.0430413906406965	-0.0695248040062639	-0.0386176638775026	-0.0408760794825731	-0.0435347597204071	0.452576192590218	-0.0194840452366703	0.0790458802360167	-0.0202869234209078	0.217071415030383	-0.0255189043463617	0.0370791489362438	0.0606182806071568	0.0331593501705721	0.150769970186456	0.286269169267437	-0.0439024168691803	-0.0242752013815485	0.0703560330898945	0.945945644122834	0.0118235545749698	0.281965714404547	-0.0121312889395897	-0.0364018918760144	-0.052762803292066	-0.0422641588172699	-0.0110062480658449	0.0487933864008434	-0.00488883100465326	0.250196786438793	0.180090017039578	0.903835648398611	-0.0187561326509918	-0.103100647439313	0.449015242470681	0.977433893605428	NA	0.258525246096201	0.894942472236306	0.0462779539531969	-0.00976165704680968	-0.0027561727821223	-0.0120608399965323	-0.0129560908623111	0.2114189112327	0.114508668703498	-0.0536469798682739	0.0670815703052844	-0.0383938231368009	-0.0444273559867567	-0.0330803708782945	0.0129491553297412	0.291996691237032	-0.0357596143265032	-0.0561804728715163	-0.0574130643205278	-0.0106748244006363	0.0237407051908148	-0.0479264191660635	-0.0407951391445274	-0.0746944565735154	-0.0302279042212414	0.00170086061997621	-0.0336485032942191
Phocaeicola vulgatus	-0.112308019031551	-0.213959408272278	-0.031417757158164	-0.221165399784515	-0.0773477160104241	-0.113104234003566	-0.223291871866234	-0.193680220991228	-0.259178871311199	-0.177935850741006	-0.077815737336523	-0.0998533698964402	-0.189439830979754	-0.0286612573055062	-0.0557401133593033	-0.0481095210701028	-0.0112437348033899	-0.0848795201088431	-0.0365848193119519	-0.060545006857437	-0.0673478235129798	0.0515353080536478	-0.059352311184965	0.0142948451336989	-0.0637845004616609	0.311218002147869	-0.0535190518599727	0.116281545846586	-0.0563499681519297	-0.0529912322865645	0.393374434795462	0.293156999062076	-0.0616063972623806	-0.0940963777762361	-0.0579326237655291	0.201329710485402	0.109366296932233	0.184676420643407	-0.0966035116640501	-0.0721699588437796	-0.043069227025454	0.084874583261784	-0.0537183980693786	0.0731100821309966	0.0947767852350824	0.0151672868422459	0.0939102880192119	0.316627422198534	0.808667282977572	-0.204905230316248	0.86639615137434	0.234521176125826	0.258525246096201	NA	0.560782740321606	0.675116295464193	-0.127242263269168	0.0412422934948026	-0.0523611528651782	-0.0780845652609653	0.363338455992553	-0.0194801962942554	0.072922709301465	-0.0795921865935954	0.159238910399821	0.0882717666540149	0.0915442527460208	0.0118635173361654	0.0590606149884913	-0.0503941697058155	-0.0299724985274064	-0.0316596070498176	-0.0348073808174614	-0.0468106031770566	-0.0402554748647314	-0.0727645641037684	-0.0291542476988043	0.00984691952755115	-0.0850325360780542	0.0109959802566921
Parabacteroides distasonis	-0.169858116705905	-0.170075865241167	-0.0492376006104733	-0.173849293854254	-0.089098832987406	-0.0975044211689896	-0.192113090819778	-0.150989523889555	-0.206826304759284	-0.144902783618288	-0.0600174884997615	-0.0983047267218108	-0.0810629989926425	0.138643799079347	0.0169042985699025	-0.0387934872929741	-0.0239071519548065	-0.0733632643028616	-0.083730906602567	-0.0621093356463895	-0.0643647386562517	0.384946984258318	-0.0453143467351977	0.0236035646359109	-0.029124597964292	0.0957617081916246	-0.0581321162880177	-0.0435754971721081	0.0271649811191372	0.00118484824711647	0.275484976651121	0.164298285080683	-0.0648142569401988	-0.0455083651821137	0.0222876349773328	0.898516034607654	0.0615761898992754	0.181623518796301	-0.0320029552430304	-0.0433026439730311	-0.0586123468330202	0.00760314169066011	-0.0287332219532245	0.0346655373260357	-0.040514720544734	0.222122490453637	0.123879267343097	0.810140648524698	0.349905840102603	-0.152465896539342	0.761355981987228	0.921259288230272	0.894942472236306	0.560782740321606	NA	0.286317807417567	-0.0617197468919191	-0.0698834167408577	-0.0161965267589301	-0.0376843103927041	0.0800276690437927	0.07362813779217	-0.00405752811643615	-0.0534420285632734	0.0419973833128599	0.00707045346519903	0.0118993598540994	-0.0145800526622765	0.131172313505066	-0.039373566552819	-0.0378191895429145	-0.0404987434528621	-0.0515180871367435	-0.00353552446058464	-0.0357506140114568	-0.0405722493466269	-0.0699397081037026	-0.0083254172352386	-0.0161978310674883	-0.0102524678167698
Parabacteroides merdae	-0.00719689971693317	-0.197365416257215	-0.0786639866631424	-0.146531794759652	-0.0652519666449953	-0.181500505852486	-0.101960167582283	0.0662129686737136	-0.103527793255206	-0.079564787576109	-0.0727484644028878	-0.115298986876449	-0.170634589861699	-0.0792280785132203	-0.0776342179955204	-0.0478760559280766	-0.0292052110120466	-0.0923933318868598	-0.0498098446280873	-0.0620568485120284	-0.0672076291731132	-0.0618153724218657	-0.0636344998445123	-0.0332630248234915	-0.0635268874790272	0.202865676410107	-0.0586196319686786	0.0623207073965231	-0.0795735269993579	-0.0680519108741844	0.0898461523758315	0.164355821853589	-0.0619731814494127	-0.0906226977714429	-0.0876136200029429	-0.0167787777034227	-0.0743575604145786	0.0765569255895229	-0.101653993077302	-0.0671100092613784	-0.071889427029932	-0.0664639597671628	-0.0639878869107217	-0.0279210931700714	0.0285214988004911	-0.0516227473200949	0.0191416403710341	0.144426497926954	0.586316009407743	-0.168089483488053	0.577456097505226	0.026598552129222	0.0462779539531969	0.675116295464193	0.286317807417567	NA	-0.0823143178608393	0.00653895923102982	-0.0512464276706542	-0.098209218180589	0.251289641784758	-0.0667941583613177	-0.0631406333593564	-0.0766090771339046	-0.0207002756203202	-0.00950972400779701	0.0227552062851025	-0.0242868576519443	0.0184274529377167	-0.0477641687630378	-0.0280981695981603	-0.0273576779252235	-0.0486198446620054	-0.0719547567315888	-0.039839648909824	-0.0694551158359737	-0.117376990760905	0.0069095797514697	-0.103536646044263	-0.0137301181297206
Tepiditoga spiralis	-0.240495857771722	0.339821330052663	-0.0615955723848535	0.173514654726086	0.689837801837278	0.37161807486595	-0.0589228923043707	0.729637018519246	-0.0264513742689901	0.165533334557715	-0.0476023710156343	0.84011289441067	0.500030854783332	0.653858232693013	0.162700624181153	-0.0722057265393912	-0.0875386065741545	-0.0356664857810052	0.427902539464756	0.64019014712354	0.641925678745391	0.393528802413759	0.676321952346053	0.148108094891912	-0.0666722478323103	-0.00724790458037026	0.0800760846432719	0.17059806927832	0.0912077190853714	0.118022083368756	-0.0755630100945499	0.14220120000765	0.642086087320688	0.899669108891321	0.389998427208822	-0.0325843922305779	0.397305290361164	0.074558080870218	0.77309078082997	-0.0758064524192198	0.00934490300008209	0.646661052657172	0.763605587770458	0.755886835957635	-0.0715344370493515	-0.0424506417517459	0.00179652007559918	-0.0310719259198403	-0.106885198956408	0.0728549779826242	-0.0993075072289536	-0.0205358720303104	-0.00976165704680968	-0.127242263269168	-0.0617197468919191	-0.0823143178608393	NA	0.53127791544097	-0.0881651828544476	0.0711498136020018	-0.057202685696318	0.0985428588018489	-0.0289478213255639	0.120104406812864	-0.0954618442971955	-0.125157177996731	-0.0915945919011091	-0.0687192986693986	0.0798004080959673	-0.0716291232287091	-0.109587512771072	-0.0629464339827235	0.0657688588355017	0.141836203617673	-0.10944675681329	-0.0514733327350405	0.11211093135601	-0.0691834570247405	0.700758050989311	-0.0706468080122424
uncultured human fecal virus	-0.727527547045578	-0.0531407283689931	-0.108226672368855	-0.228167603191214	0.127702420015987	-0.0621381839247242	-0.447262552897552	0.406284324313371	-0.387338986384391	-0.184516437000908	0.0824779617591096	0.564757890456853	0.613778345709026	0.899325167374887	0.611902415245193	-0.060294666317118	-0.0455978283678357	0.307326637631975	0.933832474608143	0.807193372292961	0.814160534653017	0.807492558299628	0.827611751169613	0.694006651110316	0.0836159782172779	0.571071781242879	0.541364119383054	0.764350412746533	0.543469157878704	0.561664293103483	-0.058708473654784	0.739467448226321	0.804321304610269	0.673525094622115	0.836096712085926	-0.0626047684158306	0.551016459456445	0.67127322106884	0.782636158257249	0.0830473546425232	0.0313603567056572	0.544703586770067	0.777033831656568	0.828944298429561	0.0522199753906402	0.142954258128573	0.541084496275822	0.118810742065134	-0.0868318087552394	-0.20306266750895	-0.0855061867803335	-0.035780342410382	-0.0027561727821223	0.0412422934948026	-0.0698834167408577	0.00653895923102982	0.53127791544097	NA	0.0027167953895603	0.501038479865761	0.437635849426673	0.530200089603647	0.259341534573631	0.285782755761536	-0.0875877934772172	-0.0810260018201748	-0.0470330592994222	0.141342694456739	-0.0664214013414383	-0.0590599540709358	-0.0386595205904817	0.00897097943173099	0.474648417094207	0.568128510674151	-0.0259868555227904	0.0807561433769787	0.341273354921356	-0.0445986048043076	0.689197492116395	-0.0511239315311781
Sellimonas intestinalis	-0.434423949763662	-0.220273001401224	-0.0492436340377735	-0.191069081165116	-0.186909608014231	-0.176544965321075	-0.29345639536696	-0.149364061337196	-0.266173349871673	-0.154449543042849	-0.0506297203394432	0.24187390791453	-0.0555856942653506	-0.0554040456048693	0.0654403939646391	-0.0298502169205372	-0.0031860128594012	0.725716431940862	-0.0641586012642713	-0.0432028264770743	-0.00868179250428573	0.0946278149759298	-0.0459697171680592	0.185541531760431	0.874594289139238	-0.0476841868615267	-0.0406270647483365	-0.0389610713059795	0.0634813015887659	-0.0331500429049568	-0.0283711539680631	0.140749464775807	-0.0423692707090012	0.139168138142738	0.334522723379313	-0.00467785710724067	-0.0632488922108669	0.142313727696464	0.193455124540801	0.955578252759804	0.0448894070355097	-0.0531410814496702	-0.0427982150805996	-0.0602293902490765	-0.0397804503179707	0.792385496007573	-0.0505822958803199	-0.028112926561992	-0.0292594531340473	-0.147749911427569	-0.0308363101539039	0.000101315462116667	-0.0120608399965323	-0.0523611528651782	-0.0161965267589301	-0.0512464276706542	-0.0881651828544476	0.0027167953895603	NA	0.208201238517129	0.00597782446422051	-0.0553496709507248	-0.0599155457530988	0.129500700005579	-0.00381279366050475	-0.00998337146809694	0.0147007924202716	0.798454459168387	-0.0546786104125697	-0.0340192977162825	0.614205393526058	0.594502179316453	0.674251092344551	-0.0366735994369856	0.812066085842515	0.934413796701349	0.62369250827653	-0.000520410446349539	-0.0605248199668446	-0.00580063996892105
Clostridium perfringens	-0.614806437046203	-0.271342172362965	0.0266034471506434	-0.238763063878997	-0.211484446097314	-0.200257068517863	-0.419213302891146	-0.155254291659498	-0.366488168264607	-0.199600729476809	0.226787536251652	0.189130123303238	0.452711533423731	0.386357728963321	0.950651551160546	-0.0560248704072926	0.0706620274231428	0.777618555178155	0.708330643350552	0.0649352909333633	0.0889908096435445	0.640587700189998	0.0886273175572642	0.920390152942941	0.299721602650096	0.45367618560115	0.92182534865343	0.786493595798715	0.95481764966245	0.929228088792542	0.0127777097481069	0.453429211575048	0.058177084759969	0.294876533359181	0.800153824809534	-0.00646522641944003	0.52113840088694	0.768889570268408	0.221514495825692	0.355677027956715	0.216149888492266	0.0714330643558555	0.032342360792713	0.169994093953216	0.155674023368196	0.314214511215197	0.860253550049964	-0.044359049102785	-0.0705805670822259	-0.163003305327608	-0.0725838268973161	-0.00848552868798371	-0.0129560908623111	-0.0780845652609653	-0.0376843103927041	-0.098209218180589	0.0711498136020018	0.501038479865761	0.208201238517129	NA	0.146972975518767	0.897985348047456	0.597314098169461	0.683059494472939	-0.043732565411722	0.0329629987507333	0.0969178368633322	0.367911912281283	-0.0308241526521268	-0.0573368254484961	0.189567670450671	0.202257292425544	0.741574638943958	0.931051137349038	0.219530627691286	0.328063249459525	0.543307454054929	0.089643502156949	0.0209525912857999	0.0827940699426215
Clostridiaceae bacterium Marseille-Q4149	-0.439520682479987	-0.206950235073761	-0.0559621642295352	-0.18485169898802	-0.113503612353939	-0.185130838293964	-0.272120072391653	-0.162860570882389	-0.236117187143199	-0.181336451064096	0.014104256211072	-0.0528500977348312	-0.0368255465043506	0.104653129141766	0.19402023888526	-0.0309137450157999	-0.0492615574225348	0.0880570635895576	0.301876832932519	0.0272699268712277	0.0220238534645784	0.259007728390151	0.0429634174270048	0.383664598540282	0.0302452108947006	0.926006827578088	0.240988326605204	0.612318458329876	0.194065071289759	0.202897985180567	0.0239588563744871	0.886273592878355	0.0247788967605319	-0.00872986384227111	0.210843135195819	0.0517828946652697	0.0595998698645517	0.690743414458544	-0.0075419427756335	0.0258484222514604	-0.0372668681716692	-0.0403739024676014	0.00387966395660489	0.180190747784162	0.269702636296693	0.109790511600667	0.459828767344486	0.415930243805786	-0.0520136238460543	-0.115915174130619	0.0315371481670121	0.0974556533080381	0.2114189112327	0.363338455992553	0.0800276690437927	0.251289641784758	-0.057202685696318	0.437635849426673	0.00597782446422051	0.146972975518767	NA	0.234124427405325	0.0657431044435481	0.130031836710897	-0.0480647702998101	-0.0251009581321121	-0.00245905104839541	0.215489286799332	0.0397494626729974	-0.0283154949514003	-0.0344387704848277	-0.0324281661175156	0.262920334228656	0.180456599935283	-0.0243001980772247	-0.00445773492214431	0.0795637665037242	-0.0368834012979053	-0.0507475094985279	-0.04394516751956
Lactococcus lactis	-0.522756409331101	-0.242638866717539	-0.07282082254688	-0.232029495654674	-0.178942917011572	-0.184409601086104	-0.337573554268663	-0.134530277939073	-0.293760935966386	-0.203031051202092	0.249038794367294	0.101062409840743	0.350525407110841	0.440180936582437	0.963754526328422	-0.0521978557862161	-0.0493806577932667	0.600782819517353	0.753021569973603	0.0609575638793666	0.0764800875629761	0.691550129249708	0.104516980356239	0.919855503928125	0.0454089653158932	0.557290115864174	0.967418406824777	0.861243133173239	0.962618791125589	0.980100766813187	0.0325261332913389	0.499231774686965	0.0552904412343885	0.260145558941121	0.719278239392921	0.100716187693948	0.565722577478784	0.812735474681903	0.164253181829901	0.0949023552573454	-0.0342373490539976	0.0840468586599286	0.0459361002957199	0.215395149150462	-0.0290020705131522	0.105908075922816	0.940466196427418	0.110643420919662	-0.0685619105959973	-0.176738455776389	-0.00966387849684244	0.109280836743831	0.114508668703498	-0.0194801962942554	0.07362813779217	-0.0667941583613177	0.0985428588018489	0.530200089603647	-0.0553496709507248	0.897985348047456	0.234124427405325	NA	0.676149952151988	0.648700183100074	0.00321176325647454	-0.0234879613554322	-0.0305845898467444	0.110069730488431	0.0144801930908226	-0.052448181026394	-0.0808665606579679	-0.0679079398857544	0.558306791759398	0.974141844076265	-0.0745486842886751	0.0358454342541292	0.300663310492765	-0.0503142978211061	0.0295316453569832	-0.056012073118984
Limosilactobacillus oris	-0.301314832197468	-0.221302246867619	0.0455944112362496	-0.179430486686313	-0.227851803823609	0.0275160540075389	-0.319246577691167	-0.218174060779934	-0.210583411599361	-0.186171678945739	0.226998011590319	-0.00302944082462483	0.167977065242969	0.19760702960489	0.626755464972219	0.0334485108224265	0.0506226820156841	0.438802703090875	0.44093170290929	-0.0449240886083196	-0.0345301724420453	0.344672633369536	-0.0233025654331056	0.598253508155403	0.00728660631421176	0.302435584174231	0.648796148386388	0.557055152568008	0.642563356183766	0.644558698398606	0.632443495905284	0.232610328595939	-0.0484927505530605	0.0900045690512688	0.400433526233313	0.0230148244851607	0.737593451941543	0.4736901531926	0.0147924621049052	0.049480973027781	-0.0610303079052987	0.342531018118556	-0.0487570690038849	0.202742321118351	-0.0324886021081699	0.0132801112134296	0.639122574683465	-0.0591028600141824	-0.0553489102764785	-0.214709368857828	-0.062189597905514	-0.0472426486366564	-0.0536469798682739	0.072922709301465	-0.00405752811643615	-0.0631406333593564	-0.0289478213255639	0.259341534573631	-0.0599155457530988	0.597314098169461	0.0657431044435481	0.676149952151988	NA	0.422034741834781	0.711464683712277	0.511150638573707	0.261975241366613	0.0551869052377731	-0.00357926194136034	0.0240078287000918	0.00655536938432093	-0.00455953101642198	0.329446881079851	0.664080361206907	-0.0252443685008199	0.0192360061927945	0.327514030824509	0.0349610338704033	-0.0503734389590709	0.0361425228053036
