Homo sapiens	Saccharomyces cerevisiae	Candida albicans	Botrytis cinerea	Thermothielavioides terrestris	Aspergillus oryzae	Toxoplasma gondii	Plasmodium sp. gorilla clade G2	Trypanosoma brucei	Leishmania infantum	Staphylococcus aureus	Priestia aryabhattai	Streptococcus pneumoniae	Streptococcus thermophilus	Streptococcus suis	Limosilactobacillus fermentum	Enterococcus faecalis	Enterococcus faecium	Blautia wexlerae	Blautia massiliensis	Blautia sp. SC05B48	Blautia obeum	Anaerostipes hadrus	[Ruminococcus] torques	[Ruminococcus] gnavus	[Eubacterium] rectale	Anaerobutyricum hallii	Coprococcus comes	[Clostridium] scindens	Dorea longicatena	Enterocloster bolteae	Oscillospiraceae bacterium	Ruminococcus sp. SR1/5	Clostridium sp. AWRP	Clostridium neonatale	Eubacterium callanderi	Mogibacterium diversum	uncultured Clostridia bacterium	Erysipelatoclostridium ramosum	[Clostridium] innocuum	Erysipelotrichaceae bacterium 66202529	Parvimonas micra	Actinomyces graevenitzii	Schaalia odontolytica	Bifidobacterium longum	Eggerthella lenta	Collinsella aerofaciens	Escherichia coli	Klebsiella pneumoniae	Polynucleobacter sp. MG-Unter2-18	Bacteroides thetaiotaomicron	Bacteroides uniformis	Phocaeicola dorei	Phocaeicola vulgatus	Parabacteroides distasonis	Parabacteroides merdae	Tepiditoga spiralis	uncultured human fecal virus	Sellimonas intestinalis	Clostridium perfringens	Clostridiaceae bacterium Marseille-Q4149	Lactococcus lactis	Limosilactobacillus oris	Megasphaera massiliensis	Bifidobacterium adolescentis	Bifidobacterium pseudocatenulatum	Bifidobacterium bifidum	Collinsella stercoris	Bacteroides salyersiae	Listeria monocytogenes	Streptococcus lutetiensis	Streptococcus infantarius	Klebsiella oxytoca	Christensenella minuta	Streptococcus sp. HSISS1	Streptococcus equinus	Streptococcus gallolyticus	Lacticaseibacillus paracasei	Arachnia rubra	Klebsiella michiganensis
[Clostridium] scindens	-0.550317092688057	-0.215351322481835	-0.050466016228871	-0.219676676139982	-0.157349762072464	-0.161999531245079	-0.378553339431694	-0.139196137223043	-0.309341546672628	-0.169426737794933	0.955290699266024	0.11719427502076	0.270680899176744	0.409094980777981	0.973134433038288	0.0906957108275164	-0.0254513326705205	0.558153647788236	0.581451085300375	0.110996158724242	0.132380816710339	0.650438786434689	0.146773578356274	0.830545752382457	0.18836559438688	0.358052785229869	0.774311429103385	0.889624924568843	NA	0.955732212119642	0.077651740117932	0.361910148625236	0.104522091157657	0.242032055437284	0.674312110997903	0.0608165534666335	0.71455062018798	0.663785436513405	0.226324949028925	0.194694583927189	0.0285873913471682	0.119095024764815	0.0767102175760068	0.194759758715847	0.0745891537431202	0.213064595233361	0.850040185325765	-0.0414010079364819	0.0127572174711223	-0.204831840743256	0.0994046786835367	0.0936471259075996	0.0816264484161301	0.0571044989297725	0.0690445705305503	-0.0270963801959209	0.0524517071574443	0.443906139180478	0.114448994254243	0.907206909767096	0.183416672304929	0.921630818246212	0.164351022179895	0.643200229981193	0.080463359357678	0.0706093005627666	0.0763121730465467	0.231179423433409	0.0877055706996979	0.03619279512746	0.0199492392303494	0.0246188561889897	0.0114102547500989	0.610656499338035	0.984326593943537	0.0482224935055031	0.0199287641556433	0.394502672478106	0.0717218815902943	0.0526825850662135
Dorea longicatena	-0.548008203145719	-0.20203511717394	-0.0687884027059883	-0.208861014706156	-0.111817585936644	-0.148286625674099	-0.372420077916431	-0.115996997705756	-0.304723295629667	-0.156739652354901	0.949385492175463	0.1857590067812	0.268038974610407	0.412380415145705	0.966552693776481	-0.0257129634424197	-0.0180758700325186	0.420820285824	0.750618682447496	0.162376546435941	0.175800532712931	0.745775091974583	0.209830706596546	0.898930713302392	0.0730442948015402	0.499865314804262	0.900898616035765	0.954185453762005	0.955732212119642	NA	-0.0279337209998189	0.522994597032076	0.157070083635952	0.280035688962425	0.72750167179026	-0.0457637050683638	0.728324074760998	0.790356723246791	0.244735428830955	0.0634692236691398	-0.00850414457056922	0.136949451935418	0.102281276885816	0.280416944467272	0.0444624645554677	0.0934980892950645	0.821720226974261	-0.0558897280748222	-0.0119846128677534	-0.198613522639433	-0.0121977587281014	-0.00256781562736779	0.0612875825447183	-0.0464601928155166	-0.0374265460322191	-0.0439503450679935	0.0977525645752034	0.599381871111367	-0.0196661614002458	0.861530545711478	0.405000113850746	0.959795554079439	0.0559568072138797	0.594839272783542	-0.0257541487782018	-0.0282865670164679	-0.0263285053771393	0.0824748187636641	0.0667110593928217	0.0652579083077585	-0.0327092428140458	-0.0248399825664923	-0.00400990453748979	0.54879447893671	0.945208576722097	-0.0313307277236016	-0.0110369238764229	0.27887073849621	0.0867540680806527	0.0258355398115139
Enterocloster bolteae	-0.301016813634912	-0.162017532215058	-0.0205698086821169	-0.155781019882264	-0.0762353133321583	-0.152257608118452	-0.19597671762303	-0.109781164364725	-0.172234482806022	-0.110472360545557	-0.0529614650012176	-0.0630460311715791	-0.0930725360784709	-0.00122014975263307	-0.0142419025259533	0.990610748531637	-0.00457808290550124	-0.0438170228545425	-0.0435300910720933	-0.007540672052647	-0.0150236346070881	-0.0328072849615103	-0.0364127297485945	0.0195781680541526	-0.0386258218958715	-0.0350961644088063	-0.0389526553605976	0.0896835656322171	0.077651740117932	-0.0279337209998189	NA	0.119026408822194	-0.0155950851687505	-0.0299468109084523	-0.036165798758827	0.965841308331527	-0.0388106508246206	0.0565767455877361	-0.0470488618069994	-0.036126401088525	0.0437337964389428	-0.0290334779196013	-0.0282717201954575	-0.0345200754196178	0.731784790716325	0.0845402432820094	0.525695225056404	0.128753463532972	-0.0122525954452514	-0.122990134459212	0.852597393119094	0.876632807570886	0.115111037070571	0.97248610169742	0.992241894858297	0.121569057588746	-0.0820545653523487	-0.0373786146312804	-0.0277243608353773	-0.035675683543075	-0.0175237923422026	0.0625288672923535	0.990732031643459	-0.035660403063126	0.993606344272755	0.9530201772593	0.983035634398759	0.807296908341246	0.127698850113641	-0.0212742697828257	-0.0165227982378826	-0.0155940909907846	0.223395500759775	-0.0300219959682879	0.11409842192847	-0.0220793381135546	-0.0133970443381309	0.465189006983519	-0.017216648866688	0.330593268778923
Oscillospiraceae bacterium	-0.781956339619564	-0.302650980053661	-0.0540840980576051	-0.312146675373462	-0.00122221230493472	-0.226538212619124	-0.537057932393815	-0.12911301117197	-0.450616292943785	-0.225352188469216	0.27147798972492	0.659860476908982	0.0930839363690578	0.220471245793739	0.475311867300088	0.124642471283879	-0.0168900086211997	0.203565981663533	0.883265641616803	0.309502982689546	0.310881019824225	0.779890384639476	0.351312098341376	0.800111764580735	0.180413694738826	0.88386363432082	0.810906524472655	0.704639840934791	0.361910148625236	0.522994597032076	0.119026408822194	NA	0.306671246365306	0.519687284152435	0.791661974770657	0.0893208942421697	0.325104232794975	0.926981346730236	0.329096775894556	0.152551253334541	0.0559391876465971	0.153789539039578	0.169371001277567	0.397667450084898	0.354598726200001	0.209533754456002	0.487824422664751	-0.0439233782275798	-0.0336126067289784	-0.282145833254366	0.0794513984431537	0.0733624085224464	-0.0172428326321462	0.0899467027775276	0.0970604128755111	-0.0303627409176901	0.247461341293875	0.870844651836607	0.110105483259498	0.399331738989788	0.939352006847655	0.552536174592794	0.141243600410956	0.160651898513264	0.122228617753888	0.121816759541882	0.121728832172536	0.27266124140377	-0.00351430245192831	0.144474710138924	0.0260232527295643	0.02921845476147	0.0557448486971281	0.466475256691389	0.309552526774601	0.0508328922767062	0.0161276941794236	0.425969339748559	0.133013329100425	0.104453319428051
Ruminococcus sp. SR1/5	-0.446713737321988	0.0698106459314124	-0.0146774233309464	-0.101278745115317	0.425291227389556	0.179855538118515	-0.307894131924125	0.628457472555006	-0.253458251941531	-0.0401352140570737	0.000988424956942964	0.611384513277718	0.508075125486606	0.927362341009965	0.216160072887256	-0.0184700113227967	-0.0192598153462936	-0.0265510154920785	0.530191857765501	0.999874804039988	0.998311476664774	0.669534657882945	0.994888461805399	0.255534356758329	-0.00226669158525495	0.141418324867897	0.142168980446659	0.330779125151861	0.104522091157657	0.157070083635952	-0.0155950851687505	0.306671246365306	NA	0.844840838159276	0.525649713731251	-0.023144727014346	0.714555453093765	0.21759005148285	0.941318688090618	-0.0228341682925012	0.1045896150911	0.972978893824852	0.988128819621692	0.979290605739156	0.0463043725621372	0.0363079210031029	0.0343417320143522	-0.0351262805376429	-0.0651321707171421	-0.157822480859863	-0.0457485645837047	-0.0121089726122581	-0.0260416306757854	-0.0294351166574932	-0.0262507735938173	-0.0375090733687229	0.894841485271184	0.692687873463482	-0.032391699502953	0.102753645431292	0.137332047430936	0.15251455613761	-0.0120508840036497	-0.0259904803522809	-0.0132444674995067	-0.0185528785011066	-0.0165818319043077	0.00215719437550679	-0.0293238572768586	0.00897194483339808	-0.0392900223847058	-0.00797730454023091	0.00415107269856975	0.143880513561482	0.149603241134564	-0.0433079549569789	-0.0192634851108551	0.234955441946817	0.952729467712949	0.0277115615548363
Clostridium sp. AWRP	-0.600275629038495	0.0165783291638488	-0.074080398855198	-0.121170678650635	0.481899498958773	0.112816750363183	-0.391329795140431	0.467065109236088	-0.316841083943779	-0.0415588948397118	0.115402245826763	0.885098733936497	0.415723000874957	0.791012422797632	0.371223661629119	-0.0404175700443923	-0.0598975531497362	0.141333177694588	0.627181830347536	0.844935713340905	0.848487260225422	0.743273305133668	0.862264913491666	0.458880192016592	0.111984607755245	0.506028933439708	0.361954171735432	0.487662282909643	0.242032055437284	0.280035688962425	-0.0299468109084523	0.519687284152435	0.844840838159276	NA	0.68649986427527	-0.0660601066403575	0.646974380278915	0.431710542376217	0.796131178742358	0.110890913131077	0.0408300173025625	0.789560598748194	0.802945604835329	0.807072790280935	0.0320289206735277	0.124404733422498	0.154790505717138	-0.0716610842423618	-0.0728255751558845	-0.178941038451607	0.0102466893024876	-0.0311837154044396	0.0172172670187666	-0.0117544244772191	-0.0271999583716701	-0.0504944825368489	0.850281871758195	0.775190500020336	0.105869822609033	0.237539030606538	0.30472173929084	0.306489739661504	-0.0314678419515906	0.124803387590051	-0.0444384351971992	-0.0571392222898045	-0.0511367717707164	0.0730192193951675	0.0334102895340181	0.00707269643408329	-0.0115799139790981	0.0116312943786698	0.001181215837112	0.295131812340634	0.254339014760955	0.0178171171367421	-0.0209728051105771	0.348099205328155	0.762914312972113	0.0411902720183315
Clostridium neonatale	-0.908706148205633	-0.285069482913438	-0.0171288610890035	-0.341891529369318	0.0471862884295915	-0.157458075723363	-0.642446624076111	0.0401016280838867	-0.531004480686378	-0.238933193736735	0.532630057600669	0.632398364219194	0.322840337212992	0.582603698071487	0.78252478319535	-0.00706650180568158	0.0478863863342198	0.594740058545222	0.868053036186574	0.528906191809366	0.554435614980942	0.956652035081624	0.563598912056264	0.919156903171846	0.463596840150971	0.653387921066135	0.790619798446842	0.8389881584095	0.674312110997903	0.72750167179026	-0.036165798758827	0.791661974770657	0.525649713731251	0.68649986427527	NA	-0.0614469046983323	0.716510026693211	0.87143448684856	0.658059542382477	0.447108943722741	0.108361905348753	0.457620374761097	0.440722929096345	0.605233790652045	0.141680601738157	0.479724817188375	0.555022965691289	-0.091906865918304	-0.011089746399076	-0.344371351925911	-0.00368841833675564	-0.0478371015672294	-0.000488789440001015	-0.0558302133394377	-0.0529763781650095	-0.0583300032671693	0.429682367697582	0.878222644006339	0.371510831532048	0.750264996233353	0.613364712569784	0.704229382845735	0.0126632841396718	0.428208783547243	-0.0303620981341296	-0.00922404046889114	-0.0227087414075791	0.302153509356436	0.0145156000922207	0.124484278797264	0.20100365701317	0.209091648865896	-0.00811412374673459	0.796471054842532	0.612709171953856	0.267876324313227	0.16464381901136	0.60422054980972	0.403662171066791	0.0305537046282747
Eubacterium callanderi	-0.273725230645096	-0.135728835896006	0.00330954718694886	-0.112950244979912	-0.118133592193588	-0.0693586798382745	-0.177550391898661	-0.135259523888364	-0.152589383977491	-0.0816084930533266	-0.0578365615284517	-0.0791188396887488	-0.0830224810431671	-0.00655314969600337	-0.0326215747355499	0.966862297110649	0.0223443382377578	-0.0567799415193024	-0.0677622910277518	-0.0155530173432383	-0.0235641824692858	-0.049124218199231	-0.042974628539668	-0.00701726151049401	-0.0490470140388819	-0.0582578556452445	-0.0631568017998016	0.0648349056490952	0.0608165534666335	-0.0457637050683638	0.965841308331527	0.0893208942421697	-0.023144727014346	-0.0660601066403575	-0.0614469046983323	NA	-0.0459093628179345	0.0280424764566485	-0.0523974172727962	-0.047181494628227	0.0440328882405471	-0.0294546701140096	-0.0314608865400943	-0.0427781138982386	0.710208507285126	0.0790514831336357	0.50118684443027	0.165058546563511	0.0147810510874981	-0.0593601174312742	0.825374016518455	0.861116228476372	0.114548596853024	0.920362849391638	0.951505926682286	0.105501006676971	-0.095334345772236	-0.0602045068485988	-0.0385895910601015	-0.0470079537512265	-0.0411658380195023	0.0396124550619209	0.96552892007384	-0.0532600953541262	0.970915923459833	0.93710811681027	0.962928350310857	0.779245788671888	0.110568315471865	0.00832493171973807	-0.000503656265194898	0.000652205312859624	0.238907749444502	-0.0487141057142392	0.093010661556879	-0.011068535518747	0.00692559866192527	0.448957305719609	-0.0110528942546386	0.352144806512964
Mogibacterium diversum	-0.527331414510417	-0.0323075483670755	0.022432620637959	-0.144530639281854	0.242196292349044	0.0907761946081536	-0.371663644638332	0.347077353695574	-0.302443107290319	-0.0743649356481669	0.656027747612304	0.372666593698812	0.516610043802271	0.89307729242688	0.78957380148775	-0.0375426462174269	0.175438244258807	0.273750820923392	0.680540075189327	0.717870288404281	0.727957988450868	0.814650010195216	0.73824566555158	0.642702991900095	0.0218024860735564	0.229181377939126	0.555078637395692	0.76412614897986	0.71455062018798	0.728324074760998	-0.0388106508246206	0.325104232794975	0.714555453093765	0.646974380278915	0.716510026693211	-0.0459093628179345	NA	0.493006648798176	0.739029769838772	0.0104413470473918	0.033187715341573	0.75682536903018	0.706546833844922	0.775117730414022	-0.0317552839192853	0.0590122307033583	0.548557227198867	-0.0566695680923817	-0.0508932401337077	-0.184594595781308	-0.0424759001814119	-0.0139485851449699	0.00345005960257031	-0.046576508385407	-0.0457931052520983	-0.0494975283496026	0.600652681381802	0.680141714341909	-0.0473381604424448	0.671874100545752	0.131557726633027	0.687814458884429	0.0222632192413593	0.402888120538088	-0.0329781914057967	0.0144233441757431	-0.0085434535960904	0.0255066364208515	0.00162269359818282	0.0510906675503486	0.132327253817875	0.160537550331599	-0.0152717592084203	0.423452068507754	0.748592220166333	0.103408104262484	0.173808292077155	0.277771047055384	0.678600773433752	0.0135966908035542
uncultured Clostridia bacterium	-0.797289020396837	-0.318790187959204	-0.0740830633222789	-0.316536913099631	-0.0923971686053725	-0.24682244669275	-0.544985050308743	-0.194449996681564	-0.453459273034422	-0.233721444265345	0.593661004096166	0.50419905505787	0.13867459748728	0.267363987048314	0.744466724901834	0.0678250166310969	-0.0144258810781436	0.39363244582332	0.918110013681309	0.221562371753888	0.232625970258252	0.847063815091624	0.272428082830431	0.956932557190893	0.233621996673153	0.822193811713303	0.953209233945645	0.885232701667787	0.663785436513405	0.790356723246791	0.0565767455877361	0.926981346730236	0.21759005148285	0.431710542376217	0.87143448684856	0.0280424764566485	0.493006648798176	NA	0.300275843942355	0.214552878818581	0.0267095243997712	0.101613848427453	0.0971562898553504	0.341727809750843	0.252254793302632	0.256230936069107	0.684040470668339	-0.0598296799699449	-0.0152899532747717	-0.287983121004957	0.0510725714250158	0.0358609481872675	0.0146922094921061	0.0295265680025699	0.0380100229109298	-0.0428810461945602	0.147948000678162	0.836712331351473	0.148689133211217	0.668551379516997	0.84516108556466	0.787271454231587	0.107795272203341	0.386624002500688	0.0603553819888325	0.0611320320109047	0.0604542023995484	0.259432904703298	0.028378593265632	0.144500581325192	0.044110187948913	0.0459076005912669	0.0297741919322915	0.620049715153361	0.60771730842308	0.077167768393008	0.0328086304302569	0.450539842130548	0.0655017538624049	0.0729009613044549
Erysipelatoclostridium ramosum	-0.599364971815889	-0.00703500593491926	-0.0518369635456578	-0.163824721106116	0.30443050965851	0.113941271288906	-0.407570584969617	0.53512469044856	-0.334528097935775	-0.0927996039916702	0.0870389955266007	0.537172354376207	0.470511638540545	0.907095975691555	0.326388551724542	-0.0257344136734205	-0.0237490015205129	0.271843963155475	0.540282191021408	0.940800053218042	0.957926622623353	0.741324453423164	0.940731237215108	0.381994101917522	0.307251509921785	0.10046440078139	0.19030524612689	0.384849541814699	0.226324949028925	0.244735428830955	-0.0470488618069994	0.329096775894556	0.941318688090618	0.796131178742358	0.658059542382477	-0.0523974172727962	0.739029769838772	0.300275843942355	NA	0.274879371263053	0.0898774035642141	0.921517857072778	0.933520294354425	0.942473689496222	-0.00550540773430625	0.342154116676802	0.0852121819079624	-0.0508816066964403	-0.0342075257739202	-0.213015517179241	-0.0372856005664199	-0.0381865465020971	-0.0199825194477254	-0.0634099059956653	-0.0572082365758129	-0.0505233079696693	0.803505912685057	0.69202715397381	0.226376644713079	0.268739475778401	0.142013248447462	0.2143249727975	-0.033481436151705	0.0978183912028486	-0.041173302962146	-0.0473097153978221	-0.0464465001556606	0.145385200770325	-0.0205106700096475	0.0342859476868325	0.0686936660400459	0.092228377836008	-0.01678186159521	0.433854216178353	0.227817413096103	0.113631704497516	0.0522294265557017	0.41315680572618	0.89250429804315	0.0030004903239262
[Clostridium] innocuum	-0.563584165729913	-0.260279716398142	-0.0568569851907621	-0.247015600722102	-0.252487371501689	-0.217935026506697	-0.396545812500965	-0.201870455123261	-0.333381118716231	-0.191004325481243	0.00991548051692256	0.111862754271592	-0.0730636275088217	-0.00615817685042921	0.197754759158104	0.0417808167331139	-0.0279583004347774	0.915381071591603	0.0074184695163681	-0.0237857858874313	0.0299012732353179	0.226035868143301	-0.0222230178517536	0.307001831860044	0.970071977671137	-0.0026321507212336	0.0351620023341853	0.0605565923982652	0.194694583927189	0.0634692236691398	-0.036126401088525	0.152551253334541	-0.0228341682925012	0.110890913131077	0.447108943722741	-0.047181494628227	0.0104413470473918	0.214552878818581	0.274879371263053	NA	0.0629595324677426	-0.025769903058758	-0.0232169757688032	-0.0214746470703055	-0.0440123256525783	0.937216025389668	0.0173284633297736	-0.0603641700932107	0.116274389144153	-0.23151355633337	0.0760184544775526	-0.0658904126023394	-0.0457992655544851	-0.0431077516915059	-0.0399056776530914	-0.026243952253202	-0.0907188679215322	0.0672335831751395	0.965265626397941	0.383902677898664	0.0296878001967208	0.024519091188064	-0.0277257301269106	0.223536684694475	-0.0272897880594617	-0.0321699281658637	-0.0351463137523046	0.545427365000031	-0.0298071479517468	0.0841403306916745	0.394143983674818	0.371713028034558	-0.0419061123069444	0.83678433239605	0.0553452354901502	0.584736382364593	0.242063815327378	0.689822368134757	-0.0377192796407255	-0.0378987514402866
Erysipelotrichaceae bacterium 66202529	-0.164542194216194	-0.18866100933849	0.694029834508889	-0.173791150244487	-0.0820487550061825	-0.0998541705538615	-0.274968774848902	-0.0040092996784986	-0.221475997199525	-0.127010631526699	-0.041947344192523	0.0373173957835084	0.564750868800831	0.0378607701650367	0.0297226607959993	0.0199369793388627	-0.0270354904957777	0.0397261399290534	0.0163026348953445	0.115695679223772	0.107298252679163	0.0490995935956951	0.0418727097286347	0.0209828010569085	0.0540931070705521	-0.0163800533394103	-0.0133298411494674	0.00126306992365555	0.0285873913471682	-0.00850414457056922	0.0437337964389428	0.0559391876465971	0.1045896150911	0.0408300173025625	0.108361905348753	0.0440328882405471	0.033187715341573	0.0267095243997712	0.0898774035642141	0.0629595324677426	NA	0.0555516198853753	0.0497722676006593	0.0615741324408515	0.646108517940248	0.064029459043778	-0.00485997568362394	-0.0453427161235096	-0.0569014996473362	-0.169652343897325	-0.0164608906122058	0.0282609262616352	0.00874393195695524	0.0636577166955248	0.0295926138996862	-0.0174406209482422	0.00405606152787677	0.054555999995884	0.0621343354260027	0.280518199791732	-0.00180249283517671	-0.0177437675031769	0.0170072509605517	-0.0257458138529363	0.0207238492533221	0.0377661532574603	0.0192283462867879	0.0623311943220367	-0.0318667107562787	-0.0488730969856535	-0.000427058795259275	-0.000437023169345659	-0.0333654174476848	0.0542462160616589	0.0329298992395289	0.0132275334087258	-0.00841246273611432	0.177586078242359	0.0919088654457292	-0.0359020352841754
Parvimonas micra	-0.361472062402307	0.117948741954216	0.0193980458541059	-0.0537522711939738	0.462668899697996	0.240420208025602	-0.253348167258	0.639107124329688	-0.205799391028858	0.0025436135897286	0.0256406810698977	0.513675256984313	0.501492651414026	0.942739959976439	0.228670188441943	-0.0294709046145494	0.128878161320589	-0.0084459145747005	0.420239350670747	0.972389133775716	0.973258419668375	0.595444925534933	0.964734267092262	0.178754437682282	-0.011186992697346	0.00873274825127731	0.0528279525556068	0.278231707360265	0.119095024764815	0.136949451935418	-0.0290334779196013	0.153789539039578	0.972978893824852	0.789560598748194	0.457620374761097	-0.0294546701140096	0.75682536903018	0.101613848427453	0.921517857072778	-0.025769903058758	0.0555516198853753	NA	0.987949656723988	0.948592847847934	-0.0405751833201074	0.0252695646160527	0.0217304857319218	-0.0351388746635766	-0.065345334531734	-0.119902737533026	-0.0384975350979922	-0.0103532990539129	-0.0154440881242059	-0.0334779642917575	-0.0337388034878764	-0.0360428560257139	0.869681494195845	0.578671760861732	-0.0336580934230217	0.128606742600258	-0.0180615919724269	0.124164721998347	-0.0222429833964292	0.0180381161139128	-0.0239205834021136	0.00923231477986565	-0.00731997650083404	-0.0189495819733366	-0.0193501193804037	0.0120000138406779	0.0972548606477061	0.130394477521646	-0.00915826974961718	0.130327552184499	0.171153349483532	0.0748208584865445	0.126405252393638	0.192937375126982	0.954212671471626	0.00977050277055206
Actinomyces graevenitzii	-0.35999463529123	0.116292808690041	-0.0430774199046313	-0.0596986201181027	0.43825002666213	0.222497720363212	-0.241396617657411	0.665598112762899	-0.198035161728454	-0.00842722753806329	-0.0198785064461885	0.535684529302171	0.486226259537756	0.937113391136585	0.174056856722914	-0.0286296383256837	-0.0118218496715609	-0.0280113933164342	0.422237163485542	0.987128249896781	0.987391858740165	0.589283194605521	0.979973399329416	0.162735701914337	-0.00718157499303986	0.0155706007343474	0.0365556784634671	0.253482235025033	0.0767102175760068	0.102281276885816	-0.0282717201954575	0.169371001277567	0.988128819621692	0.802945604835329	0.440722929096345	-0.0314608865400943	0.706546833844922	0.0971562898553504	0.933520294354425	-0.0232169757688032	0.0497722676006593	0.987949656723988	NA	0.956071294264778	-0.035758572846423	0.0285040088026914	-0.0182007459410691	-0.0281329997418179	-0.0565421802283	-0.121909940435752	-0.047488940562036	-0.0166965754479119	-0.0228078953899089	-0.0399937732400162	-0.0353564884333106	-0.0336816474709941	0.888707777944085	0.590155805172969	-0.0283395136885072	0.0581753651798079	-0.00256373422422592	0.0930647019494792	-0.024645078070166	-0.0318885505661886	-0.0247196165440581	-0.0304004044193018	-0.0277267429569711	-0.019182955477236	-0.0260847398325141	-0.0070470049439378	-0.0304003251766001	0.00130200491027317	-0.00170284902937026	0.105706366714185	0.12806356279563	-0.0345219139180547	-0.0110711890749366	0.197403025547909	0.966277904325456	0.0172218381563699
Schaalia odontolytica	-0.49899607696651	0.0424031308265067	-0.0282050769826619	-0.117964535133733	0.391300300752592	0.165542168794688	-0.341767452925933	0.581142545478907	-0.282511657199728	-0.0486395645323687	0.106261532613406	0.565652814720878	0.490904383654309	0.92554221343984	0.31534833615408	-0.0360082749148635	0.0281379819411244	0.00937732650397529	0.643145178213172	0.979189817908287	0.979222142532723	0.756846374580283	0.98311156757954	0.37108113604348	0.00265076854755784	0.187348452606186	0.269815154830052	0.437737153871672	0.194759758715847	0.280416944467272	-0.0345200754196178	0.397667450084898	0.979290605739156	0.807072790280935	0.605233790652045	-0.0427781138982386	0.775117730414022	0.341727809750843	0.942473689496222	-0.0214746470703055	0.0615741324408515	0.948592847847934	0.956071294264778	NA	0.0340314124031086	0.0432635526377206	0.12633363178335	-0.0447695472476426	-0.0663309484362966	-0.175120044477073	-0.060205424744191	-0.028662045265522	-0.0302311529660875	-0.0485572667363248	-0.045253474134854	-0.0450054076235893	0.846572543873843	0.769508782759875	-0.0412065886054225	0.193338070697951	0.255621185848437	0.259641359246596	-0.0219537215376513	0.0324480184360351	-0.0303324171110832	-0.0220782450646313	-0.0263210887267111	-0.0010684209556165	-0.0315683020800542	0.0464449642199226	-0.000452873354539704	0.0307900266085124	-0.00351252335421177	0.213315650269414	0.233575949868435	-0.0114905049466732	0.0249214708655449	0.243092266370173	0.914434421631902	0.0167346118406487
Bifidobacterium longum	-0.408580219110753	-0.275874190809897	0.408038284211242	-0.247662106130488	-0.141704036281241	-0.214652700109307	-0.362661609456129	-0.167092700748528	-0.308614832764102	-0.183362940947508	-0.0510703239711145	0.0909155453992615	0.256210013449556	-0.0321591407018576	0.0364076546997919	0.712310969418357	-0.0252332746677929	-0.0689747562146737	0.16145146547415	0.0590527366444197	0.0428572436632361	0.115642851365751	0.00421634014448616	0.157260952145661	-0.0401452513618968	0.188993600311139	0.140459794002377	0.17211162044436	0.0745891537431202	0.0444624645554677	0.731784790716325	0.354598726200001	0.0463043725621372	0.0320289206735277	0.141680601738157	0.710208507285126	-0.0317552839192853	0.252254793302632	-0.00550540773430625	-0.0440123256525783	0.646108517940248	-0.0405751833201074	-0.035758572846423	0.0340314124031086	NA	0.0568359239331057	0.432593414400222	0.0623108805490828	-0.0529788697658543	-0.207493152763187	0.56330944913131	0.626121581638376	0.0739428078875382	0.704861675466836	0.706779919787706	0.0715347568923757	-0.0617022351987113	0.172435659122189	-0.0426332299712432	0.154629393201865	0.25449973584865	0.112244046311684	0.715502423281081	-0.063289977159541	0.721184931073748	0.703785826025927	0.713018920963152	0.600614679048679	0.0598536932518316	-0.00542691649236935	-0.0443274215916189	-0.0441388960764785	0.154720831964708	0.0197615284444978	0.0929833132086871	-0.0509189639556537	-0.0372669593735507	0.439923008681134	-0.00810419283930426	0.234025137895356
Eggerthella lenta	-0.63395805834955	-0.279689788993964	-0.0603850100778858	-0.271246811862987	-0.251683973691671	-0.220315134486502	-0.444304686082893	-0.189112641361143	-0.373464323797019	-0.206370122883182	0.0214828149435456	0.0893647398404036	-0.0668903780185152	0.0488259064222633	0.212592879635061	0.157868373203109	-0.0234155495079436	0.84383444934707	0.0695152822990127	0.0363240938929612	0.0883794421309983	0.284696686748476	0.0363556271616672	0.347466655299142	0.987180780433373	0.0261547847017168	0.0728767600996939	0.115581472277533	0.213064595233361	0.0934980892950645	0.0845402432820094	0.209533754456002	0.0363079210031029	0.124404733422498	0.479724817188375	0.0790514831336357	0.0590122307033583	0.256230936069107	0.342154116676802	0.937216025389668	0.064029459043778	0.0252695646160527	0.0285040088026914	0.0432635526377206	0.0568359239331057	NA	0.105721623608883	-0.0423756262056449	0.0762081974488522	-0.251818865077751	0.136232504990202	0.0369003353352608	-0.0422724289385255	0.0675762184402584	0.075037958979399	-0.020416227375748	-0.0522745980607901	0.133401261119129	0.824098524154318	0.381197521998175	0.075609246848848	0.0642775034422042	0.095127641188548	0.206530720031774	0.0949613545593729	0.0868019250286847	0.0859564308275496	0.606317871554861	-0.0266124926641719	0.0737586592023962	0.3395522721226	0.32013066063722	-0.0148434465306849	0.864148755786194	0.0831575768828306	0.494328429463225	0.22373412808974	0.704395927928417	0.0136237047991704	0.00240005467795906
