Homo sapiens	Saccharomyces cerevisiae	Candida albicans	Botrytis cinerea	Thermothielavioides terrestris	Aspergillus oryzae	Toxoplasma gondii	Plasmodium sp. gorilla clade G2	Trypanosoma brucei	Leishmania infantum	Staphylococcus aureus	Priestia aryabhattai	Streptococcus pneumoniae	Streptococcus thermophilus	Streptococcus suis	Limosilactobacillus fermentum	Enterococcus faecalis	Enterococcus faecium	Blautia wexlerae	Blautia massiliensis	Blautia sp. SC05B48	Blautia obeum	Anaerostipes hadrus	[Ruminococcus] torques	[Ruminococcus] gnavus	[Eubacterium] rectale	Anaerobutyricum hallii	Coprococcus comes	[Clostridium] scindens	Dorea longicatena	Enterocloster bolteae	Oscillospiraceae bacterium	Ruminococcus sp. SR1/5	Clostridium sp. AWRP	Clostridium neonatale	Eubacterium callanderi	Mogibacterium diversum	uncultured Clostridia bacterium	Erysipelatoclostridium ramosum	[Clostridium] innocuum	Erysipelotrichaceae bacterium 66202529	Parvimonas micra	Actinomyces graevenitzii	Schaalia odontolytica	Bifidobacterium longum	Eggerthella lenta	Collinsella aerofaciens	Escherichia coli	Klebsiella pneumoniae	Polynucleobacter sp. MG-Unter2-18	Bacteroides thetaiotaomicron	Bacteroides uniformis	Phocaeicola dorei	Phocaeicola vulgatus	Parabacteroides distasonis	Parabacteroides merdae	Tepiditoga spiralis	uncultured human fecal virus	Sellimonas intestinalis	Clostridium perfringens	Clostridiaceae bacterium Marseille-Q4149	Lactococcus lactis	Limosilactobacillus oris	Megasphaera massiliensis	Bifidobacterium adolescentis	Bifidobacterium pseudocatenulatum	Bifidobacterium bifidum	Collinsella stercoris	Bacteroides salyersiae	Listeria monocytogenes	Streptococcus lutetiensis	Streptococcus infantarius	Klebsiella oxytoca	Christensenella minuta	Streptococcus sp. HSISS1	Streptococcus equinus	Streptococcus gallolyticus	Lacticaseibacillus paracasei	Limosilactobacillus mucosae	Arachnia rubra	Citrobacter koseri	Klebsiella michiganensis	Methanobrevibacter smithii
Bifidobacterium longum	-0.506591548417306	-0.285875578340839	0.878780845930471	-0.226684144704125	-0.136275586573657	-0.0166276364133829	-0.382282857308179	-0.1996377751309	-0.336147661961268	-0.127727672699576	-0.0539021019080705	-0.0375760560495829	-0.0403602931101097	-0.013500064740748	0.0130116981552687	0.356783479560124	-0.0459091698974547	-0.0573259111753125	0.0704365602732304	0.0317811829430376	0.0166859579451486	0.0281809815902209	-0.0278781803984897	0.115793394391252	-0.0332957313534541	0.0440484326187622	0.0308054794806713	0.0828123791445377	0.21966224618884	0.00617833753449483	0.321139212214616	0.174888336988313	0.0210062600301076	0.0568035901839717	0.118872397379813	0.475763010709665	0.00153772607458268	0.170881247211459	0.0290584837057633	0.0335492186812618	0.91463997116418	0.578390803850689	-0.0168578622422784	-0.00141029149326223	NA	0.423273120960682	0.234708738915752	-0.019927335345599	-0.0701218114892269	-0.211272737382126	-0.0015028447790274	0.277220173178882	0.113917403615924	0.268191979600943	0.275406078850227	0.0444160400975408	-0.0627990775871547	0.06219539530965	0.0679859688497174	0.204729438279615	0.0409763656655855	-0.0056332487403296	0.360325099962436	-0.0609902115299698	0.365787940294117	0.171711424247275	0.155390889506083	0.762568870165538	0.0925348552377152	0.158054181178873	-0.0475980148230046	-0.0472891897028966	0.0236765564874041	0.165147292597568	0.101935464573367	-0.0485997820443205	-0.049543664073806	0.710095723034914	-0.0438819388018585	-0.0255660240676678	0.000722322030753589	0.00376723781834195	-0.0467928757468728
Eggerthella lenta	-0.67965133030559	-0.363143165078772	0.335450040111222	-0.322190228195072	-0.108115138427485	-0.16036537358845	-0.516080298012653	-0.186073400422437	-0.456900837206005	-0.201521477449235	0.0910261657252061	0.243537174866466	0.0492633189579764	0.121793884932327	0.187965986277138	0.30412285008405	0.0457331972726183	0.814692430476067	0.101882682294264	0.0990236511664588	0.189899248610977	0.317786456666382	0.0571650164184634	0.418337830479376	0.856976400692922	0.0704924251984248	0.137009505237183	0.241059539030956	0.279481019378225	0.169347126069247	0.173018276669214	0.252480148911948	0.0935731575304779	0.112543856691226	0.396971067371745	0.346465676882002	0.125224596689517	0.31653891031836	0.380273673795454	0.907185914525265	0.403272122692369	0.253523772715324	0.0499049363616273	0.0836228506781044	0.423273120960682	NA	0.285061195932559	0.0151835314318683	-0.0302821005897255	-0.301968337805537	0.00088948294432989	0.121109955331166	0.00232366313888754	0.114760946638055	0.122286213513583	0.0172755052899711	-0.0173852644124236	0.17310638553873	0.885690348392035	0.305635241333365	0.108521143049568	0.00407776833871328	0.291634956864513	0.124521894023179	0.288866522522474	0.216107448575369	0.137084593861651	0.612669104531625	-0.00372638589659762	0.489362169091604	0.0802008118962659	0.0763039318149099	0.0337642497107723	0.514765714667574	0.236200079037652	0.102338623713107	0.0852225036683615	0.71123678347382	0.0469584310533964	0.011250508288099	0.0020009674802729	0.0493036304539055	0.0426313151414571
Collinsella aerofaciens	-0.656333150578009	-0.276129433336197	-0.0207777698243055	-0.308140801766493	-0.185450395583455	-0.229395513255981	-0.515589250570097	-0.278916022115124	-0.460719643991041	-0.175464359765304	0.415346266978606	-0.00308331607754624	0.544364019307798	0.24480292856593	0.716262739937815	0.633490694188864	0.544081266138018	0.140605491343462	0.226906228960124	0.112853872234392	0.12953286054704	0.544243583165964	0.0086141224462179	0.565652807532959	-0.0207681293519651	0.281945882944721	0.4255394214317	0.643132342431393	0.47651236069483	0.46056209288732	0.482416022506186	0.405371244617093	0.0924915102128839	-0.00968850741313905	0.625442933436172	0.543329922964912	0.319488068165455	0.492778502840475	0.0406537239084333	0.14003260283525	0.0111238591310313	-0.0360675103375721	-0.0372639444783313	0.0738551322886858	0.234708738915752	0.285061195932559	NA	-0.0280304521799996	-0.0863625141056513	-0.291603306572676	0.00275390176703606	0.397358134713587	0.0963539709267925	0.359491061246508	0.375885644817734	0.0503885163502104	-0.0827592983262713	0.227088561972643	-0.0451810850153028	0.645874868862132	0.516332200061752	0.0507146792914107	0.67535457705729	0.70400928987885	0.716989782716431	0.817608357746409	0.73347876535677	0.666822290330558	0.133099383993991	0.560363691280635	0.54153320271459	0.54251925388528	-0.00319862209523285	0.62869938581826	0.890394960907926	0.539666739709969	0.537817232920166	0.602307359131834	0.54702668935997	-0.0390965411956488	-0.015999021541831	0.00768941600743903	0.540866429614188
Escherichia coli	-0.284965982401873	-0.000501102354839916	-0.0477395563856401	-0.111365578949864	0.666406227536836	-0.155865492092526	-0.0571141217063314	0.602619432910511	-0.0981058209295086	-0.151424226915739	-0.0507283167373977	0.516869504029132	0.143203751635763	0.750001725684908	0.00128287793731435	0.0166303228782097	-0.0394756419511135	-0.0547355831547731	0.166908748076153	0.75510234336552	0.741678750691094	0.179271013607592	0.820098110835962	0.0282748214735898	-0.00797606097481818	-0.0358000553013386	-0.0273801762135687	0.119910102124988	-0.0198743341857736	0.0590401023173991	0.0759931183108605	0.0459493448652365	0.757663444713789	0.776856629086111	0.165586187900201	-0.022876388400528	0.378887599195713	-0.00815615073975055	0.720062224181181	-0.048586162531538	-0.0127524281599117	0.487376065794145	0.838630247427241	0.743723417159359	-0.019927335345599	0.0151835314318683	-0.0280304521799996	NA	0.0653666986731923	0.103788926589249	-0.0249528915566092	0.169161344357126	0.146702334997091	0.0496275378069827	0.0612295566791533	-0.0382864176602451	0.772414891493117	0.290591986985938	-0.0424409688850258	-0.0443427542021835	-0.0613438487900293	-0.0377055807087054	0.0176889784331501	-0.0637209718548117	0.0226814771296166	-0.0294608915217447	0.00371343576744804	0.00204418364855853	0.0225012796419153	0.00226638481261779	-0.0410601142164118	-0.0390778750749308	0.83552437548482	-0.0397283864220174	0.0791434057961673	-0.0424342976204656	-0.0442591707234168	0.0986941992237593	-0.038586202814536	0.768764205485075	0.936384071735795	0.877598874405478	-0.0413977559358341
Klebsiella pneumoniae	0.0318023268561867	-0.0881644486260947	-0.0444628190728631	-0.168940634109675	0.0191533698903266	-0.100482767012286	0.0470167677099829	0.108811000126722	-0.142029334183901	-0.104170264638631	-0.0545394770847877	-0.0118425114294784	-0.0866166728103028	0.0450446625016275	-0.0484513343550689	-0.0569094431577674	-0.0309208131732005	-0.0311863474340768	-0.0421783160307812	0.0418144595592178	0.0391981272599107	-0.0501505143424552	0.0645631919644832	-0.0656495937238412	-0.0162653577339915	-0.0610189318431601	-0.0630487526023887	-0.0547393214809742	-0.050976659068517	-0.0480666586990954	-0.0380551553623695	-0.0684431136201215	0.0440700875681825	0.0324694090795975	-0.0557992481264078	-0.0574574268713069	-0.014093595570044	-0.0764115604670947	0.0430212183073142	-0.0227159154981683	-0.0445676409205263	0.00533202948018437	0.0751442065717853	0.0430749458772968	-0.0701218114892269	-0.0302821005897255	-0.0863625141056513	0.0653666986731923	NA	-0.165629764393716	0.933444422607696	0.130588214474898	0.0328938546758661	0.32969524482267	0.265763830896003	0.879016866964762	0.0179212792090411	-0.030414359065673	-0.0186640822763904	-0.0592673149274521	-0.0549802273899133	-0.0269160119335186	-0.0594691528173531	-0.0387688230173559	-0.0608880548807935	-0.0553501639807581	-0.0517929963926928	-0.0848391663915354	0.0586363612210267	-0.080472205172567	-0.0311890388283059	-0.0308340940151447	0.513724471028605	-0.0594142056435421	-0.0556846835504363	-0.0318584196683158	-0.0358064995205678	-0.08209350237457	-0.0295084987554491	0.0911225778426965	0.057264572701286	0.505826331780824	-0.0325803402967542
Polynucleobacter sp. MG-Unter2-18	0.389061928543743	0.638291209082353	-0.124939841147501	0.766124180769062	-0.0493974804072593	0.233060773758798	0.786291108393135	-0.100237943437947	0.752439730344678	0.375704830281032	-0.0824522445811973	-0.16199864935656	0.079567069013172	-0.198570321153708	-0.208307536422062	-0.192617414572662	-0.0892849864615038	-0.196593903629938	-0.232416360700232	-0.208943967587103	-0.228297010315856	-0.298649317157296	-0.156349574407131	-0.321597395533739	-0.174241051540436	-0.195551630078581	-0.231649754776992	-0.282531541787861	-0.215929905099237	-0.229347655808403	-0.169112294246197	-0.28399909513486	-0.202642507964632	-0.179170989845967	-0.30856069631342	-0.188562946667631	-0.190189710794481	-0.297794175167506	-0.219625124752582	-0.216065728009329	-0.151977636216715	-0.160257754757432	-0.130293793935484	-0.191033047834542	-0.211272737382126	-0.301968337805537	-0.291603306572676	0.103788926589249	-0.165629764393716	NA	-0.21163849516559	-0.221840970929047	-0.157922617492182	-0.226939360454681	-0.20380798998808	-0.211440986317799	-0.0801496042403988	-0.256336528497539	-0.164664701013653	-0.210238526729133	-0.204002152322946	-0.0593266786685564	-0.204211936417872	-0.180701782390145	-0.206694678030496	-0.189685394417715	-0.15560815134868	-0.303834491273958	-0.176151958960097	-0.19181117866838	-0.0950905361152023	-0.0950626135153549	0.0708067318249905	-0.262405927521001	-0.261188091617203	-0.0988176695427733	-0.0914414568103938	-0.326773413045891	-0.0904337902546593	-0.193938078367075	0.200849394664081	-0.0543051165519471	-0.0875077383145284
Bacteroides thetaiotaomicron	-0.0182338959450615	-0.176140427092062	-0.04792389451032	-0.203657448227248	-0.0693903052282707	-0.115921458302601	-0.02288950657174	0.0542517147053682	-0.186830114718902	-0.100136012722041	-0.0597844759282667	-0.0811669157855239	-0.139728017230098	-0.0296416745870162	-0.0614479006626702	0.0522617736937331	-0.0419941771189731	-0.0306697397175956	-0.0701463999360823	-0.0390078888273359	-0.041863484380347	-0.0792976073561544	-0.0323352134913141	-0.0620871467915224	-0.0191072576002473	-0.0668734039838587	-0.070110317626747	-0.0540587086649068	-0.046020434807633	-0.0605778827389271	0.160002177676602	-0.0461098491629384	-0.0403794160824864	-0.0559085567047043	-0.0922717231959301	-0.00429602533737916	-0.062559602585087	-0.0645712473637601	-0.046367459401554	-0.0236555717447691	-0.0439224584315142	-0.0556787139766591	-0.0226254339383086	-0.0469407195138852	-0.0015028447790274	0.00088948294432989	0.00275390176703606	-0.0249528915566092	0.933444422607696	-0.21163849516559	NA	0.323727251267304	0.133633621081714	0.533439513393701	0.46585258606832	0.939267661743093	-0.0789612375635625	-0.0706373307962407	-0.0169327485652678	-0.0723310557925975	-0.0626039712456575	-0.0373612642891992	0.0533389815896743	-0.0442948803191041	0.0631403538292536	-0.0104679868118338	0.0229718918319029	0.0412119017498285	0.185532384818971	-0.0844911347415687	-0.0422653396979542	-0.0421091039582644	0.431915343571669	-0.0697884432518686	-0.0275455003140352	-0.0428554843191544	-0.0454964482993047	-0.0166224180297366	-0.0406662954480502	0.0158459317739504	-0.0312352825485035	0.428099854663526	-0.0433241002313719
Bacteroides uniformis	-0.377234520566808	-0.2903272122308	-0.0588907585873751	-0.267989527273324	-0.0158976319375736	-0.136282030295179	-0.309643459175154	-0.0591249410906684	-0.326035427208127	-0.159300945198027	-0.063686490207443	-0.035331679265739	-0.10868342290626	0.12887309440569	-0.0331224746633907	0.492558959256598	-0.0317167560300171	-0.0621173680571191	-0.0470256532261961	0.0955395082789087	0.0824570954691055	-0.0307588266730417	0.0702602971285891	0.00422621551432413	-0.0527678808358131	-0.074369448480076	-0.0680861903843799	0.064084894559728	0.000815756887766223	-0.0327556143254536	0.923104036757813	0.101993747055748	0.080778089886289	0.0584987650670005	-0.0511279494832576	0.207004502155204	0.00444959718246892	0.0248462539567271	0.0262382972590702	-0.0635536508966315	-0.0236944907378973	0.0111675411911366	0.0826087456296801	0.0499649034728332	0.277220173178882	0.121109955331166	0.397358134713587	0.169161344357126	0.130588214474898	-0.221840970929047	0.323727251267304	NA	0.606468712030197	0.926145218301111	0.950961806295148	0.401728317768467	0.022466300168299	-0.0275318007604174	-0.050240710350388	-0.0606728447890996	-0.0567473157631108	-0.0551394194411146	0.51127458187421	-0.0294802196802315	0.569940350156112	0.212382259886997	0.377788824666943	0.560628783435162	0.680694590339857	-0.0170543737892551	-0.0337850667931263	-0.033321477522715	0.264779492033112	-0.0568415069113398	0.198061827704466	-0.0352590373680836	-0.0337674760486211	0.326964030466469	-0.0308314013066685	0.215209521010067	0.125958580630499	0.293611754384197	-0.0321406759696344
Phocaeicola dorei	-0.113715590171808	-0.26843765819554	-0.00127589333317687	-0.216761734847856	0.0296725653651323	-0.00258313583007585	-0.209288376375999	0.0266350055259335	-0.259918921942677	-0.138703727468283	-0.0690160074677441	-0.0129263181353893	-0.103377303513102	0.138510119707583	-0.0556789406719893	0.159176295267105	-0.043222515069007	-0.0849716716486706	-0.0566295133360076	0.110114574413122	0.0977771128310933	-0.0505100439384075	0.124967114512806	-0.067313861317937	-0.0745433386513244	-0.0930320707753677	-0.0871793001250821	-0.0129915315133354	-0.0258510378277818	-0.0491761992080578	0.364368357846105	-0.0269268472415534	0.105682960313528	0.102139020622233	-0.0672306630112248	0.0602774383973013	0.0391142743337567	-0.0580053691186219	0.0762676936340622	-0.0894792814351613	0.0118611847547161	0.0981729555025772	0.144059970371462	0.0992992897378292	0.113917403615924	0.00232366313888754	0.0963539709267925	0.146702334997091	0.0328938546758661	-0.157922617492182	0.133633621081714	0.606468712030197	NA	0.359411595737202	0.391670449140912	0.145261547996327	0.0766613566322254	-0.0356046320563513	-0.0699237552495328	-0.0635793697799869	-0.0885882298294496	-0.0158293984640198	0.166697564378758	-0.0102690990755314	0.191576513577665	0.0387807877348976	0.116302281398582	0.190405663799886	0.964969284129246	-0.0906236811499909	-0.046281311176552	-0.0457501696980396	0.140018917304264	-0.0797148726434937	0.0401869889476066	-0.0483050444172079	-0.0455076655253349	0.0842854466142628	-0.0428676152947206	0.277950254844343	0.0868901193126512	0.177428500395909	-0.0439102979313436
Phocaeicola vulgatus	-0.32096374279852	-0.277697776516253	-0.0538431881971178	-0.257668048458825	-0.108379123942268	-0.178510333800218	-0.23217218374641	-0.0961003626518531	-0.274754633453395	-0.144984851228579	-0.0759647916393812	-0.117929515541714	-0.155200038139841	-0.0038506904267128	-0.063094541148932	0.466172516794779	-0.0483455522509286	-0.055748528155757	-0.079234836485601	-0.0288396266311352	-0.040458139516275	-0.0826895381408873	-0.0629202229171799	-0.0193633927137108	-0.0444630661302346	-0.0777260347594661	-0.0806839427588953	0.0174040955945849	-0.0195234825897609	-0.0632184865071552	0.892117170756301	0.0825785538836693	-0.0431438278001474	-0.0615045512541341	-0.102918755721948	0.189433049797429	-0.0785300137296738	0.00727030063161002	-0.0883951956134896	-0.053813457559649	-0.024099139070339	-0.0730450490042367	-0.0521736503397229	-0.0744656889948891	0.268191979600943	0.114760946638055	0.359491061246508	0.0496275378069827	0.32969524482267	-0.226939360454681	0.533439513393701	0.926145218301111	0.359411595737202	NA	0.991044920226577	0.585370217092304	-0.116311649657981	-0.0794738165272693	-0.035969087552435	-0.0822031435771848	-0.0639370820821494	-0.0404716138069785	0.482331921944677	-0.0643769743644097	0.537479122247525	0.185150772541939	0.346099398096525	0.532185140524472	0.467006644490094	-0.0337281643345505	-0.0497418573300125	-0.0496283384056589	0.273730269115129	-0.0753968843683101	0.148029287003794	-0.0509105213400666	-0.0507705746392434	0.286323707331862	-0.0469750243272278	0.0571429803292563	0.0381807238538653	0.275237175567906	-0.0492971494039626
Parabacteroides distasonis	-0.33957354156913	-0.269275613184508	-0.0508657001864776	-0.242204545215995	-0.114861904287343	-0.165991848603383	-0.236001784850819	-0.122582695406883	-0.270049935705763	-0.14400222458184	-0.0688238758732096	-0.108846866315945	-0.141203771303554	0.00473048517143543	-0.0561862918384345	0.471495602620269	-0.0451249162346701	-0.0520380443468127	-0.0718826615874444	-0.0215024987752165	-0.0325319649291837	-0.0724247419209175	-0.0566301739811108	-0.00949535767906639	-0.0419766549626858	-0.071527409169063	-0.0731893154816912	0.0281396336806327	-0.0125525543985122	-0.0552015365558654	0.931310595195557	0.0924369570035405	-0.0358981057994591	-0.0596930824207192	-0.0930809394306081	0.19641545906011	-0.0765401859442042	0.0174843192314809	-0.0811103932267927	-0.0504234693662586	-0.0195290331926828	-0.0728566063631472	-0.0467232594677492	-0.0680748961146497	0.275406078850227	0.122286213513583	0.375885644817734	0.0612295566791533	0.265763830896003	-0.20380798998808	0.46585258606832	0.950961806295148	0.391670449140912	0.991044920226577	NA	0.53379599248812	-0.105804974383798	-0.0714555608028365	-0.0338159905237394	-0.0753364420844459	-0.0569636613631304	-0.036342834210257	0.487389061204312	-0.0577527502522865	0.548982482858977	0.194460412654409	0.353552242976962	0.546611059108514	0.501776174061685	-0.0239045880953146	-0.046374025541222	-0.0461457941540831	0.257456612847349	-0.0669411728492288	0.167080816005149	-0.0475666706406361	-0.0490114744313506	0.299313827685065	-0.0434244768038113	0.0748738327459241	0.0415247063354636	0.256750912552416	-0.0463450855938756
Parabacteroides merdae	-0.0527040397154566	-0.197401699923292	-0.0356743532617305	-0.199296126999792	-0.0889386737172923	-0.105360325618921	-0.0535211999383537	-0.0330057420987695	-0.19220074464815	-0.117137249552915	-0.0699838265879736	-0.0942187089089642	-0.124779046433948	-0.0528582489613858	-0.055303554611359	0.106904274282742	-0.0299552682287246	-0.0391797569403465	-0.0802572432666653	-0.0626476404547332	-0.0671252428692394	-0.090611655724231	-0.0614526722757623	-0.0645093656854312	-0.0256044999034748	-0.0706575603150176	-0.0784772480439245	-0.0558653596669244	-0.0483941664171176	-0.0725024605831234	0.249795454927556	-0.0329307758422337	-0.0657217010033251	-0.0694199434970348	-0.0945631750531727	0.0256055128169025	-0.0849116190142062	-0.0605571163575553	-0.0765683424426142	-0.0290775237747486	-0.0301286803286293	-0.0671673589285879	-0.0514625389810799	-0.0754277034140623	0.0444160400975408	0.0172755052899711	0.0503885163502104	-0.0382864176602451	0.879016866964762	-0.211440986317799	0.939267661743093	0.401728317768467	0.145261547996327	0.585370217092304	0.53379599248812	NA	-0.0546063211564979	-0.0840458459896595	-0.0192468590504324	-0.0624706587444672	-0.055663107488349	-0.0441064569158932	0.109262181780875	-0.0455727748954753	0.126537003058955	0.0237652923768173	0.072255556825444	0.112547693822488	0.21198985481438	-0.0747433194046724	-0.030300476983184	-0.0298330162034813	0.418786022618861	-0.0654534814899581	-0.00573080996912203	-0.0303484229512392	-0.0336619207634753	0.0227300321935452	-0.0315700620989942	0.00187036391841737	-0.0412968409089118	0.39922148461482	-0.0263150046537908
Tepiditoga spiralis	-0.27328176555688	0.0937442227451318	-0.0399973959416414	-0.00581951314478234	0.898747730962766	0.0718541451099869	-0.211544388153181	0.703155287335257	-0.147487363450222	0.063270059600421	-0.00992666914052364	0.734502635734541	0.171515465140473	0.8374390662728	0.0337953768737736	-0.0870876855469322	-0.051208318261765	-0.0523566108343009	0.305131020008423	0.882059120501721	0.867602568499022	0.288710597951762	0.93828801687055	0.123803035006936	-0.00966923898099992	0.137804783471675	0.0889561528679619	0.198642443085523	0.020335863671335	0.139878063094021	-0.0871013276257975	0.155939385851402	0.88706698563291	0.948836978827452	0.265579930661078	-0.0751786801384352	0.452059117543323	0.0909417586634128	0.808505838065366	-0.0521171292924129	-0.00483626137489054	0.545854776955661	0.934289837992087	0.852692863834361	-0.0627990775871547	-0.0173852644124236	-0.0827592983262713	0.772414891493117	0.0179212792090411	-0.0801496042403988	-0.0789612375635625	0.022466300168299	0.0766613566322254	-0.116311649657981	-0.105804974383798	-0.0546063211564979	NA	0.447269278980154	-0.0577601321984611	-0.02870311551587	0.00731553145187454	-0.0546713065174951	-0.0852149641396842	-0.0477991543214609	-0.0942446870031563	-0.0887436326560007	-0.0874328952909522	-0.111509420483593	-0.065124988703309	-0.0476479880815371	-0.0534214094728967	-0.0508190512012718	0.504850179919467	-0.0197102901104799	0.0714991950927108	-0.0548359230883413	-0.0587701326076844	0.080449191586692	-0.0518783718532965	0.860731713107146	0.561397732250636	0.704129813810564	-0.0502845402301449
uncultured human fecal virus	-0.653876251344156	-0.270625451902962	-0.0447711535968055	-0.29157719785785	0.28282179472086	-0.204843597433849	-0.472719451599382	0.127935917109128	-0.407513339789603	-0.200226154010155	0.290430623539427	0.687461779500031	0.11759908975475	0.445669564214252	0.234052903482551	-0.0424511932790161	-0.0299029712288867	0.14840212380185	0.979573086115565	0.722365015959301	0.730262777565136	0.781945176636315	0.554278226915507	0.758877871466597	0.143312778048405	0.821813787888246	0.770321401488198	0.599913723667753	0.299498672155929	0.620501449984843	-0.046896566970244	0.927090687487968	0.717676895152965	0.553501379249843	0.642698077016124	-0.0447366361454153	0.503631222437801	0.837924872403207	0.619917688249067	0.123690287289047	-0.00277292213797515	0.230454254724649	0.419876186773215	0.689538069144171	0.06219539530965	0.17310638553873	0.227088561972643	0.290591986985938	-0.030414359065673	-0.256336528497539	-0.0706373307962407	-0.0275318007604174	-0.0356046320563513	-0.0794738165272693	-0.0714555608028365	-0.0840458459896595	0.447269278980154	NA	0.0433410161514729	0.150526738117754	0.609357724037835	0.0241930192935116	-0.0179796835427982	0.143607177986831	-0.0480649503640947	-0.0455425577643328	-0.0457175265050202	0.0144203356840329	-0.0872161449465104	0.260042133313651	-0.0290525051952606	-0.0282657898698304	0.201051811176714	0.257578783657255	0.20010696321087	-0.0278566415825436	-0.0285643361381769	0.256540784751429	-0.0291343776931958	0.31090559369747	0.199455894371848	0.285846952124845	-0.032373313770264
Sellimonas intestinalis	-0.372590390054641	-0.212852320029945	0.0894801772842967	-0.178422162286047	-0.0936202216277213	-0.106097125727583	-0.274419719635917	-0.134243028253081	-0.240634708306637	-0.119530032953765	-0.0339199548922537	0.251418460016138	-0.0549708603085385	-0.0330071913130743	0.0327945812641166	0.00127390346401299	-0.0235398321938839	0.895013468921123	-0.0325039014126979	-0.0323413385847569	0.070059253964366	0.146290597480423	-0.0271562989483839	0.196312601731228	0.987848362047769	-0.0295422902582722	-0.0219163073151515	-0.014294923582274	0.0620739924942344	-0.00328629324736825	-0.0299855187054725	0.0772456514043495	-0.0288223867003662	0.0283568530862832	0.219353883887149	0.004906667613361	-0.0335162556069016	0.119520416012474	0.303045915434817	0.953415706827541	0.128159204908046	0.0361497881403924	-0.0230888419184351	-0.0346793638114287	0.0679859688497174	0.885690348392035	-0.0451810850153028	-0.0424409688850258	-0.0186640822763904	-0.164664701013653	-0.0169327485652678	-0.050240710350388	-0.0699237552495328	-0.035969087552435	-0.0338159905237394	-0.0192468590504324	-0.0577601321984611	0.0433410161514729	NA	0.130012244151752	-0.0136424007842102	-0.0284468916021365	-0.025932670364349	-0.00939343460783263	-0.0271374552630973	-0.0293109125963012	-0.03322514854054	0.250218388446148	-0.061071624934419	0.378918341936561	0.0173032452066572	0.0122763209623171	-0.0287913245176164	0.376167901138835	-0.0230084210273447	0.0433964976820229	0.0230528728880994	0.34721009466404	-0.0237173818745027	-0.0477501244265144	-0.0445538157020477	-0.0269033105879063	-0.0256951593912644
Clostridium perfringens	-0.493412322672253	-0.08154981636073	0.313338307210573	-0.183226015416306	-0.100781798549113	-0.104169554874721	-0.390183484029245	-0.187904881448997	-0.349896866305198	-0.0691338621161558	0.321777208661022	0.0620609107513139	0.881004530338369	0.165377403105375	0.95560287964451	-0.0482141164177232	0.877291351879268	0.240956025427542	0.1427008507357	0.0655063894126736	0.0983244963038742	0.553657928979273	0.0308056495949289	0.273472816456541	0.122784887589202	0.17343608599345	0.299830727613171	0.351436292117514	0.390777873299568	0.327747408693804	-0.0566389349852921	0.201249090223382	0.0611499888495148	0.0462026221782613	0.829912300790931	0.0432283836509791	0.308625384579732	0.367698413923937	0.106472166762413	0.164327981969592	0.254916336643677	0.22995198125544	0.0133032521106186	0.0840640854582827	0.204729438279615	0.305635241333365	0.645874868862132	-0.0443427542021835	-0.0592673149274521	-0.210238526729133	-0.0723310557925975	-0.0606728447890996	-0.0635793697799869	-0.0822031435771848	-0.0753364420844459	-0.0624706587444672	-0.02870311551587	0.150526738117754	0.130012244151752	NA	0.684838284478532	0.00248528344916029	-0.0217404032720747	0.909179538964271	0.0702970133942935	0.693487684249845	0.754181456060838	0.353659392914002	-0.098338874327812	0.884240956194941	0.880892795848891	0.880657622349982	-0.0618083332954305	0.951029953415773	0.836860927362248	0.883089177310519	0.879069694584528	0.320275577351661	0.876962100672381	-0.037805910645479	-0.0593206391948226	-0.0531067251875842	0.876207728105039
Clostridiaceae bacterium Marseille-Q4149	-0.512092588592655	-0.139029352746129	0.0140055706738394	-0.208910608251146	-0.0778941294982045	-0.166199580475269	-0.385403963692628	-0.191379863286633	-0.350766999595097	-0.100753558795978	0.0571413375894815	0.313538401610675	0.621283691402534	0.00341012014725512	0.692018355484541	-0.0491344739659798	0.697745894641728	0.00307838182170981	0.651119795779551	0.233250884153072	0.227609728297408	0.594780630442936	0.08875100796413	0.426721660227094	0.0406157679572873	0.525011079473309	0.465660061298069	0.2892922533526	0.0498748668355281	0.292686042429344	-0.0395191776974253	0.68928191567322	0.231180765429355	0.0879285040022444	0.780171532686981	-0.0385943366619408	0.106867999475847	0.583875442037244	0.157499398008958	0.0133589198203684	-0.0251914284638704	-0.0455818816065102	-0.012052417874085	0.220206016686956	0.0409763656655855	0.108521143049568	0.516332200061752	-0.0613438487900293	-0.0549802273899133	-0.204002152322946	-0.0626039712456575	-0.0567473157631108	-0.0885882298294496	-0.0639370820821494	-0.0569636613631304	-0.055663107488349	0.00731553145187454	0.609357724037835	-0.0136424007842102	0.684838284478532	NA	-0.030062291905943	-0.044782962248371	0.585895618350216	0.051308082302315	0.546111359546769	0.605175403834878	0.17345648065057	-0.085624329489294	0.73531431434936	0.697048413949884	0.697469435232818	-0.0470087656556021	0.666508584592066	0.541686295379574	0.695863478171283	0.686223669633541	0.133915628700799	0.699411837915771	-0.0691386227909421	-0.0667494390602164	-0.0516928398771109	0.694904176511937
